name,rating,types,directors,actors
故事贩卖机,7.3,喜剧/爱情/悬疑/奇幻,朱佳梦  /陈静/王晋/丁小雄,曹云金/赵达/邵芸/马元/卢思宇/赵雪/巴多/郑渊洁/童苡萱/谢园/陈朵怡/庄则熙
女他,7.3,动画/惊悚,周圣崴,吕伏阳/周圣崴/赵凯欣/韩睿达/岳嘉宝/陈雯/柳赛/斯琴/罗雪/赵威/孙承龙/韩昊辰/于良/尹明辉/甄鹏程/栾冬
吃货宇宙,7.3,喜剧/科幻/动画,陈廖宇,张鹤来/张栩儿/刘思童/吴旭/孙博/陈子平/崔志刚/廖伟/郭笑/孙照博/将小北/胖妞
毕业作品,7.3,剧情/爱情/冒险,许斌,张一山/丁丁/朱泳腾/温海波/白海涛/张翰/杨凯迪/穆丽燕/王艺伦
再见路星河,7.3,剧情/爱情/音乐,袁菲,王栎鑫/张鑫/李澈/左立/谭松韵/余芷慧/丁溪鹤
大嫂,7.3,剧情/悬疑/犯罪,阚家伟,徐冬冬/张锦程/伍允龙/黎彼得/黄文慧/文凯玲/叶项明/吴毅将/郑子诚/任娇/王馨瑶/韩昕怡/王俊棠/李成昌/何华超/黄文标/赵永洪/余世腾
胡杨的夏天,7.3,喜剧/爱情,朱时茂,朱一龙/姜瑞佳/张文婷/马也/徐光宇/杨大鹏/范晋嘉/王思懿/祝延平/陈佩斯/海哈金喜/潘长江/刘亚津
狐妖小红娘剧场版：千颜,7.3,剧情/爱情/动画/奇幻,王昕,乔诗语/杨天翔/刘校妤/阿杰/边江/李诗萌/陈张太康/魏超/龙吟
中国推销员,7.3,剧情/动作/战争,檀冰,李东学/安妮克·阿斯克渥德/迈克·泰森/李艾/史蒂文·席格/王自健/克罗维斯·弗昂/艾瑞克·艾伯纳尼
非常父子档,7.3,剧情/喜剧/爱情,曹溱模,李治廷/金荷娜/文梅森/刘松仁/吕中/苑琼丹
育婴室,7.3,恐怖/古装,皮查农·塔玛杰拉,皮查雅·瓦塔那蒙迪里/朱一龙/徐洁儿
勇士,7.3,动作/历史/战争,宁海强,李东学/于小伟/聂远/宋佳伦/徐洪浩/王梓程/郑好/曾肖龙/林妙可/宁宁/江平/王斑/刘之冰/佟瑞欣/刘劲/陈牧扬/冯国庆
魔轮,7.3,悬疑/惊悚,王早,林心如/何润东/金世佳/王姬/盖玥希/李林/李尚翼/是之/刘世杰
钢刀,7.3,剧情/动作,刘晓光,何润东/李东学/夏梓桐/杨奇鸣/田沅/赫子铭/宋宁峰/王往/黄天元
判我有罪,7.3,剧情/悬疑,孙亮,李昕芸/吴镇宇/戴立忍/田小洁/李至正
呼吸正常,7.3,剧情/爱情,李云波,张兴超/叶锐洪/李会/周嘉亨/黄馨/苏雯珊/李伊/卓雅雯
不速之客,7.3,悬疑/犯罪,林大雄,黎明/耿乐/韩彩英/祝延平/陈海亮/于娜/童冰玉/林羽
半熟少女,7.3,剧情/爱情,阿牛/赵宇/陈立谦,黄灿灿/敖犬/南笙/王子豪/王子杰/黄诗棋/江倩龄/可晴/弯弯
我的极品女神,7.3,喜剧/爱情/科幻,阚家伟/王光利,郑伊健/周秀娜/何浩文/文凯玲/林子聪/郑欣宜/何佩瑜/任娇/钟采羲/刘敬雯/符晓薇/佘卓颖
年兽大作战,7.3,喜剧/动画/奇幻,张扬,雷佳音/周冬雨/陈赫/陶虹/郭涛/郭子睿/刘仪伟/沈腾/张一白/王迅/郝云/谢娜/熊乃瑾
致我们终将到来的爱情,7.3,喜剧/爱情,郑来志,李菲儿/立威廉/黄宥明/李金铭/杜海涛
没女神探,7.3,喜剧,黄柏基,王菀之/周柏豪 /陈嘉宝/庄思敏/连诗雅/李静仪/林盛斌/郑敬基/郑欣宜/蒋志光
年少轻狂,7.3,喜剧/爱情,戴睿,陈妍希/郑恺/包贝尔/孙坚/唐艺昕/王永强/周采诗/唐振刚/邓美恩/白梓轩
星语心愿之再爱,7.3,爱情,邓科,王传君/董维嘉/陈亦飞/戚九洲/李佑晨/吴岱融
开罗宣言,7.3,剧情/历史,刘星/温德光/胡明钢,胡军/刘嘉玲/韩雪/马晓伟/唐国强/陈冲/姚笛/何政军/于紫菲/章申/温海波/曾秋生/徐丰年/亚历山大·巴甫洛夫/大村波彦/黑木真二/达伦·格罗夫纳/水原碧衣
猛龙特囧,7.3,喜剧/动作,胡耀辉,胡耀辉/郑中基/雨侨/杨建平/王传君/张继聪/苏民峰/张驰/邹文正/何华超/田启文/梁嘉琪/刘江/郑子诚/黄建东/杨尚斌/张暖雅/温超
赛尔号大电影5：雷神崛起,7.3,剧情/动画/儿童/冒险,王章俊,罗玉婷/翟巍/王晓彤/孙晔/吴磊/蒋可/刘北辰/李晔
摇滚英雄,7.3,剧情/爱情/音乐,谭华,秦昊/李梦/刘雅瑟/都日昭日格图/马恺曼/李青云/郭伟龙/李梦晨/王辰昊/李欣冉
我是谁2015,7.3,喜剧/动作,宋胤熹,王海祥/姚星彤/张蓝心/于荣光/卢惠光/杨政/何华超
侠僧探案传奇之聚义钱庄,7.3,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成/李美慧/张哲浩
谁动了我的梦想,7.3,剧情/喜剧/爱情,王韦程/毕国书,立威廉/张蓝心/胡兵/贺彬/苑琼丹/罗家英/郑浩南/王希瑶/邱意浓/张玉洁/蔡珩
0.5的爱情,7.3,爱情,邢潇,蒲巴甲/江语晨/李悦铭/龚洁
三小强,7.3,喜剧/动画,傅燕,韩波/刘沛/泽飞/刘宇静/柯德涛/赵文俊
幸福中转栈,7.3,剧情/喜剧,周琦/王轩堃,宋梓侨/赵寒雪/王千航/刁成禹/李峥/丁溪鹤/王彦懿/段昊晨
小慈善,7.3,剧情,王之,蔻蔻
对不起，我爱你,7.3,爱情,杨子,锦荣/温心/王姬/伍宇娟/黄恺杰/林芮西
中国好声音之为你转身,7.3,剧情/爱情/音乐,蔡於位,吴莫愁/李代沫/张玮/丁丁/张赫宣/金池/赵露/王克/刘大山/戴潆萱/李秋泽/钟伟强/汪峰/华少/伊一
有种,7.3,剧情/爱情,张元,段博文/李昕芸/韩雯雯/吕聿来/时诗/王景春/秦子涵/王梓诺/高群书/赵宁宇/孔二狗
诡婴吉咪,7.3,惊悚,梁普智,林峯/夏嫣/徐子珊/吴千语/于波/温碧霞/卢海鹏/徐靖雯/程前/温超
目标战,7.3,动作/战争,宁海强,吴其江/宁宁/聂远/曹凯/刘之冰/侯世甲/张鹏德/肖婷佳/丁晓江/朱年龙/于宙
赛尔号大电影3之战神联盟,7.3,动画/儿童/冒险,王章俊/殷玉麒,杨欧/张安琪/樊俊航/苏鑫/贾志超/刘钦/夏磊/杨梦露/孟祥龙/游军
开心超人,7.3,动画/冒险,黄伟明,邓玉婷/祖晴/高全胜/刘红韵/严彦子/陈明/金铭/王一鸣/杨菲洋/佟大为
枕边有张脸,7.3,悬疑/惊悚,赵小溪,吴其江/赵仕瑾/王翀/赵叶索/刘妙/耿英埔/陶慧/王芯
人间蒸发,7.3,悬疑/惊悚,梁德森,柳岩/李灿森/钟丽缇/何华超/国村隼/矢吹春奈/绪方义博/神乐坂惠
熊出没之过年,7.3,动画,丁亮,张秉君/张伟/辛媛/万丹青/谭笑/刘思奇/马浩伦
新妈妈再爱我一次,7.3,剧情/爱情/家庭,金世勋,景甜/陆毅/迷你彬/郝好/程伊/罗家英
岁月无声,7.3,剧情/爱情/音乐,周旭,范植伟/马思纯/蒙亭宜/甘薇/马德林/孙一理/彭冠英
杨梅洲,7.3,剧情/爱情/家庭,陈卓,李强/尹雅宁/吴冰滨/余宣
半夜不要照镜子,7.3,悬疑/惊悚,牛朝阳,关智斌/李曼筠/徐汶萱/张钧涵/及莉/姜梦茹/刘静怡/苏悦华/乌雅心颜
神通乡巴佬,7.3,剧情/喜剧/爱情,皮建鑫,王宝强/曾志伟/曹议文/葛蕾
竞雄女侠秋瑾,7.3,剧情/动作/传记,邱礼涛,黄奕/杜宇航/黄秋生/郑嘉颖/陈嘉桓/夏文汐/熊欣欣/林雪/刘兆铭/徐天佑/黄又南/刘俊纬/阎清
无底洞,7.3,剧情/喜剧/悬疑,江涛,沙溢/瞿颖/叶青/吴卫东/王伟源/魏冉/齐兵
一路惊心,7.3,剧情/喜剧,李伟,刘威/郑昊/刘金山/黄杨/李琦/王奕
百年情书,7.3,传记,金舸,李雪健/蒋梦婕/王柏杰/高一童/廖亮/姚奕辰/史力嘉/马率
蔡李佛拳,7.3,喜剧/动作,程东,王宝强/叶璇/吴孟达/惠英红/黄一飞/熊乃瑾/谢苗/徐少强
西藏往事,7.3,剧情/爱情,戴玮,何润东/宋佳/包小柏/三木科/朱子岩
云下的日子,7.3,剧情/喜剧,闫然,张涵予/于娜/肖剑/阿幼朵
纺织姑娘,7.3,剧情,王全安,余男/程正武/赵鲁寒
功夫·咏春,7.3,动作,张同祖,白静/余少群/惠英红/邹兆龙/肖剑/元华/元秋/惠天赐/黄又南
我是植物人,7.3,剧情,王竞,李乃文/冯波
玩酷青春,7.3,剧情/家庭/运动,孔令晨,吕丽萍/郭涛/盛冠森/李滨/大冢匡将
一只狗的大学时光,7.3,剧情/喜剧/爱情,卢正雨,薛之谦/林源/王学兵/邓紫飞/蒋璐霞/钱志君/游本昌/陈英俊/赵英龙
无形杀,7.3,犯罪,王竞,印小天/汤嬿/冯波/李易祥/曹伟/谢砚箫
车票,7.3,剧情,张之亮,吴奇隆/左小青/叶童/范伟/午马/钱小豪/刘思彤
救我,7.3,恐怖,张琦,宋佳/石凉/朱宏嘉/阿斯茹/关晓彤/吕行
凤凰,7.3,剧情/历史/战争,金琛,苗圃/中井贵一/郭涛/余皑磊/孙青青/吕德亮/杨可心/赵千紫/李扬/刘丹/标马
马背上的法庭,7.3,剧情,刘杰,李保田/吕聿来/杨亚宁
杨德财征婚,7.3,剧情,冯海涛,潘长江/宋祖德/赵子琪/姜楠/于震/饶颖
银饰,7.3,剧情,黄健中,严顺开/谷洋/孟瑶/王庆祥/王同辉
生活秀,7.3,剧情,霍建起,陶红/陶泽如/潘粤明
二十五个孩子一个爹,7.3,剧情/喜剧,黄宏,黄宏/李琳/雷恪生
南京大屠杀,7.3,剧情/历史/战争,吴子牛,秦汉/早乙女爱/刘若英/久保三郎/高振鹏
天生胆小,7.3,剧情,彦小追,葛优/梁天/谢园/李媛媛/马羚
木棉袈裟,7.3,动作/爱情/武侠/古装,徐小明,徐向东/于荣光/俞大陆/林秋萍
八子,7.2,动作/历史/战争,高希希,刘端端/邵兵/岳红/何润东/程媛媛/于滨/高强
进京城,7.2,剧情/历史/古装,胡玫,马伊琍/富大龙/马敬涵/王子文/姚安濂/焦晃/刘宸/周中和/杨哲/王春子/董飞/刘立伟/刘佩琦
唐伯虎点秋香2019,7.2,喜剧/奇幻/古装,张敏,陈浩民/陈百祥/林子聪/何浩文/甄琪/邱意浓/解斯童/苑琼丹/郑佩佩/王星瀚/叶项明/孙八一/云千千/桂晶晶/曹思诗/王謦瑶/方敏婷/王子涵/蔚雨芯/林子善/黄竣锋/王俊棠
给19岁的我自己,7.2,剧情/爱情,黄朝亮,林柏宏/石安妮/王芊/何明翰/苑琼丹/兰昊宇/刘金
切尔诺贝利之春,7.2,剧情/动画/历史/灾难,小野败仔,于越/森中人/冷泉夜月
那年八岁,7.2,剧情/儿童,杨瑾,罗京民/杜俊豪/邱林/吕亚萍/焦妮
猪太狼的夏天,7.2,剧情/喜剧,宋灏霖,孙博/李昊泽/王继贤/刘雪涛/徐唯
海带,7.2,喜剧/科幻,阚若涵,邓飞/刘飏
那一场呼啸而过的青春,7.2,剧情/爱情,韩天,卜冠今/刘畅/李梦/黄觉/曲哲明/李正彦琦
大耳朵图图之美食狂想曲,7.2,喜剧/动画/冒险,速达,潘延/范楚绒/胡谦/王衡/李晔/王肖兵/吴磊/蒋可/李心仪/蒋孙丞薇/游军/周南飞/王晓彤/严丽祯/曹可凡/金炜
完美有多美,7.2,喜剧/爱情/奇幻,梁栋,姜武/蒋勤勤/李乃文/朱旭/傅颖/胡明/安琥/杜维瀚/沙宝亮/王德顺/颜丙燕/李奕娴/岳小军/马元/洪辰/大兵/程媛媛/董立范
灵魂纸扎店,7.2,爱情/悬疑/惊悚,朱滢心,葛铮/陈意涵/裘斯
盛先生的花儿,7.2,剧情,朱员成,颜丙燕/王德顺/艾丽娅/王晴/李乃文/崔璨/郝宏明
新大头儿子和小头爸爸2一日成才,7.2,喜剧/动画/家庭,何澄/张振益,刘纯燕/董浩/鞠萍/林永健/林大竣/郏捷/何子然/陈苏/耿晨晨/黄炜
宝贝当家,7.2,喜剧/动作,张敏,王诗龄/吴镇宇/杨千嬅/詹瑞文/元秋
我叫MT之山口山战记,7.2,喜剧/动画/冒险,周彬,葛张君/朴珊/陈博/安妮/皇贞季/山新/天海无贝/崔健文/图特哈蒙/吴仲宇/桃宝/海涛/夏一可
泰迪熊之玩具大战,7.2,喜剧/动画,胡韵,邓小婷/赵奔/白文显/孙亚军
记忆碎片,7.2,喜剧/悬疑,朴裕焕,雷佳音/夏梓桐/李菁/孙宁/何伟
蜜月酒店杀人事件,7.2,剧情/悬疑,张哲洙,张静初/何润东/金永敏/倪虹洁/吴维彬/文祥
笔仙大战贞子,7.2,惊悚/恐怖,黄河,思雨/孙静雯/杨青霖/黄佳军/张冰倩/郑跃/雷鸣/袁国纲/张磊/曹云青/周以诺/冯惠/崔博涵
爱情麻辣烫之情定终身,7.2,爱情,肖飞/征长张,何润东/秦昊/周一围/张梓琳/田沅/黄灿灿/张歆艺/海一天/安以轩/金志文/高捷/刘忻/李思函
狐妖小红娘剧场版：下沙,7.2,动画,王昕,杨天翔/刘校妤/乔诗语
龙在哪里？,7.2,喜剧/动画,胡升忠,章子怡/王力宏/光良/江美琪/梁静茹/戴立忍/宫哲
长江7号：超萌特攻队,7.2,喜剧/动画/家庭,简耀宗,徐娇/石班瑜/林簌/郝鹏/马语非/刘琮/郭浩/彭博/阿步/昱霖/吴屹桐/简耀宗/张琰
魔镜,7.2,惊悚,帕芬姆·王金达/金成浩/彭发,孙坚/周泓/金恩圣/李彩英
别有动机,7.2,动作/悬疑/犯罪,黄岳泰,林家栋/秦岚/任达华/高圣远/刘威/苗雅宁/高鑫/屈菁菁/任山
通灵之六世古宅,7.2,惊悚/恐怖,彭发,徐娇/张兆辉/田子田/宋轶/陆思宇/毕秀茹
哺乳期的女人,7.2,剧情,杨亚洲/杨博,余男/陶泽如/林浩/邬君梅
重生爱人,7.2,爱情/悬疑,曹大伟,王丽坤/金汎/郑元畅/管羽/李昊宇/张澄/姜佩言/李程彬
全力扣杀,7.2,喜剧/动作,郭子健/黄智亨,何超仪/郑伊健/郑中基/谢君豪/梁汉文/刘浩龙/林敏骢/邵音音/鲍春来/王琳
踏雪寻梅,7.2,动作,余积廉,余积廉/蒋雪梅
道士出山,7.2,剧情/恐怖,张涛,彭禺厶/金梓壑
喜羊羊与灰太狼之羊年喜羊羊,7.2,喜剧/动画/家庭/奇幻/冒险,黄伟明,祖晴/张琳/杨阳洋/高全胜/梁颖/邓玉婷/刘红韵/赵娜
侠僧探案传奇之王陵之谜,7.2,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成/李美慧/张哲浩
打工老板,7.2,剧情,张唯,姚安濂/汤嬿/赵炬/黄精一
香气,7.2,爱情,曾翠珊,朴施厚/陈燃/安琥/李祥祥/沈智瑗/漆亚灵/殷叶子/老豹/海阳
星空日记,7.2,剧情/奇幻,陈宇,武林/张辛苑/齐世龙/朱军
封门村,7.2,悬疑/惊悚,邢博/李海洋,陈亦飞/徐冬冬/包小柏/岳小军/王良/宋睿
闪魂,7.2,惊悚/犯罪,戴维,斯力更/陈圆/戴维/李伟/常海波/许起鳯/姜耀/王震南/王健
大寒桃花开,7.2,爱情/武侠/古装,许安,冯绍峰/杨幂/于承惠/张博/陈桂玲
模特魅影,7.2,剧情/悬疑/惊悚,佟秀玄,倪慕斯/杨骏/唐宁/李星海/饶薇/易薇/蒲美辰/梁竟依
爱很美,7.2,爱情,殷悦,颖儿/郭品超/骆达华/刘羽琦/周觅/黄子腾
非秀不可,7.2,剧情/爱情,钱路劼,李宛仪/李亭哲/佴文/宫正楠
倾城,7.2,剧情/犯罪,黄宏,黄觉/林心如/丁勇岱/孙敏
钢琴木马,7.2,剧情/爱情/悬疑,吕祖松/崔斯韦,张默/林逸欣/连凯/尤秋兴/颜志琳/张铮/安泽豪/傅亨
囧人之越挠越痒,7.2,剧情/喜剧,李华彤,高捷/刘畊宏/周晓鸥/洪剑涛/周楚濋/姜欣雨/张博/张少华/吴超/王澜/张溪芸
电梯惊魂,7.2,悬疑/惊悚,宁敬武,蓝正龙/周秀娜/谢君豪/蔡鸿翔/杨青/罗伯特·林
给野兽献花,7.2,剧情/爱情,张立嘉,房祖名/安以轩/林雪/陈保元/巩新亮/杜奕衡/骆达华/刘序浩/高捷/李欣汝/梁丹妮/朱子岩/吴孟达
诡爱,7.2,悬疑/惊悚,梁婷,辛芷蕾/成毅/于毅/叶熙祺/张哲瀚/何佩瑜/邢岷山
恐怖旅馆,7.2,喜剧/恐怖,郑来志,陈司翰/贡米/来喜/安雅/赵铭/李菁/董立范
我爱灰太狼,7.2,喜剧/动画/冒险,朱枫,赵娜/梁颖/祖晴/高全胜/邓玉婷/刘红韵/朱予同/张琳
母语,7.2,剧情/爱情/家庭,俞钟,秦岚/方中信/汪裴
查无此人,7.2,剧情/悬疑,朱敏江,于小伟/邬君梅/罗家英/乔任梁/刘南希/李洪权/周中和/王永泉/白金铂/郭译文/冯大路/张莹
四戒,7.2,剧情/喜剧,马侃,冯雷/刘桦/江易珈/董立范/边原/蒋可/王萌悦/王水林/王冕
热爱岛,7.2,喜剧/爱情,甘国亮,吴镇宇/宋佳/任达华/陈冲/张震/文咏珊/黄维德
骆驼客,7.2,动作/爱情/冒险,高峰,刘小宁/陈旭竹/张玉龙/安启虎
夜店诡谈,7.2,惊悚/情色,方亚熙,范逸臣/邓家佳/周秀娜/黄义达/戚玉武/徐洁儿/苑琼丹/赵英俊
双人床条约,7.2,喜剧/爱情,吴卫东,耿乐/刘威葳/王豪/郑佩佩/谢园/李彧/常蓝天/张恩齐/瞿颖
午夜凶梦,7.2,悬疑/惊悚/恐怖,叶伟英,钟欣潼/吴建飞/关智斌/周显欣/黄维德
嘿店,7.2,喜剧/惊悚,姬棹馨,朱茵/张达明/李菲儿/廖健/周觅/于婷婷
杨善洲,7.2,剧情/传记,董玲,李雪健/奚美娟/陶虹/李晨/胡明/艾丽娅/黄素影/房子斌/吕一
男得有爱,7.2,喜剧/爱情,韩承桓,袁成杰/杨瀚/顾佑明/杨金承/潘霜霜/王澜霏/许薇/弦子
夜惊魂,7.2,恐怖,许斌,唐一菲/林申/李艳
歼十出击,7.2,剧情/动作,宁海强,王斑/李光洁/黄奕/胡可/祝新运/宁宁/张宁江/张页川/杨潇
芳香之城传奇,7.2,爱情/奇幻,徐超/陈明新,朱茵/扎西顿珠/李子雄/张达明/张璇
世博总动员,7.2,喜剧/动画,刘大刀,谢娜/李冰冰/周立波/成龙/安又琪/李杨/喻舟
碧罗雪山,7.2,剧情,刘杰,汪普则/娜真叶/积阿迪/黑皮/胡春华/丰春梅
终极匹配,7.2,爱情,程珑,陈晓东/吴佩慈/徐啸力/孟广美/顾莉雅/连晋/叶大鹰/董立范/陈子度
黑猫警长电影版,7.2,剧情/动画,戴铁郎,吴磊/李扬/大山/林妙可/鞠萍
铠甲勇士之帝皇侠,7.2,科幻,郑国伟,唐禹哲/袁成杰/陈真希
回家的路,7.2,喜剧/家庭,方刚亮,范冰冰/杜汶泽/邹砚文
静静的嘛呢石,7.2,剧情,万玛才旦,洛桑丹派/确赛/巨焕仓活佛/三木旦/普日哇/李毛加/格桑/尕斗扎西/扬秀措/朝本加/李毛加（小）/南本拉/八金/宗智/加措/金巴/家华尖措/洛桑慈成/跟登次成/斗格才让/才卡/洋忠才旦/吉先加/夏吾本/当增卓玛/满却东智
短信一月追,7.2,爱情,刘晓光,张韶涵/古巨基/任泉/聂远
绿草地,7.2,剧情/喜剧,宁浩,达瓦/毕力格/戈利班
恋爱大赢家,7.2,剧情/爱情,朱延平,许绍洋/杨恭如/刘亦菲/林志颖/虞琦
追击8月15,7.2,喜剧/科幻,马伟豪/郑保瑞,郑中基/蔡卓妍/秦海璐/黄浩然/黄文慧/元华/许绍雄
烟雨红颜,7.2,爱情,刘德凯,张信哲/周迅
生死抉择,7.2,剧情,于本正,王庆祥/廖京生/左翎/王振荣/雷明/张弘/孙毓才/谭增卫
黑骏马,7.2,剧情,谢飞,腾格尔/娜仁花
民警故事,7.2,剧情,宁瀛,李占河/王连贵/李健/沈振鸥/宛建军/李辰刚/李文声/潘永祯/李莉/杨驰飞/赵志明/刘应树
找乐,7.2,剧情/喜剧,宁瀛,黄宗洛/黄文捷/韩善续/莫岐
疯狂的代价,7.2,剧情,周晓文,常戎/李靖/伍宇娟/谢园/林永健/尤勇/高明
鬼吹灯之巫峡棺山,7.1,悬疑/惊悚/冒险,卫立洲,赵左/于心妍/米特
周恩来回延安,7.1,剧情/历史,吴卫东/刘劲,刘劲/唐国强/卢奇/黄薇
同名男子,7.1,剧情/悬疑/犯罪,何力,唐以诺/姚星竹/杨金赐/张春
二十岁,7.1,剧情,刘畅,屈楚萧/孔垂楠/叶子诚/于文文/徐晓璐/包贝尔/代乐乐/杨新鸣/张美娥/伍宇辰柠
阿凡提之奇缘历险,7.1,喜剧/动画,刘炜,胡谦/李晔/蒋可/李扬/游军/王衡/王燕华/周南飞/瞿巍/严丽祯/黄晨
大蛇,7.1,动作/冒险,林珍钊,黄凯伦/郑跃/奚美丽/杨永
那年1987,7.1,剧情/爱情,余斌,吴永淦/张月
美食大冒险之英雄烩,7.1,动作/动画/冒险,孙海鹏,杨光普照/孟宇/张喆/郭政建
求求你爱上我,7.1,剧情/喜剧/爱情,董春泽,姜涛/钱冬旎/骏声/智泓/傅亨/尚茜/高嘉隆
杀无赦I入局,7.1,悬疑/犯罪,托尼·蒂尔斯,蓝正龙/邓家佳/韩鹏翼/萨姆·海登·史密斯/孙楚渊/何文海
伏妖白鱼镇,7.1,动作/奇幻/古装,刘轩狄,杜奕衡/林枫烨/付赫安琪/李炳宏
大乐师．为爱配乐,7.1,剧情/爱情/音乐,冯志强,郑中基/颜卓灵/周秀娜/姜皓文/白只/蔡洁/符龙飞/卢惠光/卢海鹏/何华超/周祉君/蒙为亮/艾威/徐佳琦/陈炳铨/廖殷曼/马溱禧/关嘉敏/冯志强
杀瓜,7.1,剧情,高则豪,董勇/刘桦/胡明/李煜/曹曦文
玛格丽特的春天,7.1,喜剧/爱情,王宁,艾伦/王自健/田亮/胡杏儿/赵文琪/石安妮/徐冬冬
我的上高,7.1,剧情/战争,钱泠泠,田小洁/耿黎明/易勇名/朴俊铭/张宇飞
鬼话怪谈·祥云寺,7.1,惊悚/恐怖,刘轩狄,彭禺厶/陈玉勇
我是处女座,7.1,剧情/爱情,陈兵,安以轩/安宰贤/方中信/宋佳洋/王帅帅/张寻/黄一飞/苑琼丹/叶一茜
张震讲故事之合租屋,7.1,爱情/悬疑/惊悚,战越,卢杉/傅亨/吴谨西/宋撼寰/丁绮/魏云/李彧
轩辕大帝,7.1,剧情/历史/古装,李晓军,于波/周韦彤/班嘉佳/王德顺/苏登扎木苏/李卫/李晨溪/李咨墨/赵南阳
紫霞,7.1,爱情/奇幻,苗述,徐洁儿/袁晓超/刘承俊/洪天照/刘永健/肖红/谭赫/周小飞
老兵,7.1,剧情,何一铮,金士杰/陈强华
七月半之恐怖宿舍,7.1,悬疑/惊悚,杜潇傲,余心恬/翟子陌/马元/付曼/陈美行/徐歉/孔铭/戴子翔/彭骞/梁立文
桂宝之爆笑闯宇宙,7.1,喜剧/科幻/动画,王云飞,王云飞/阿桂/杨天翔/山新/唐小喜/何冠男/图特哈蒙/阿杰/宝木中阳/刘校妤
恐怖游泳馆,7.1,惊悚,袁杰,张蓝艺/丁汇宇/杜菁/闫薇儿/姚雨鑫/杜乔/钟超/蒋羽熙
三更车库,7.1,悬疑/惊悚/恐怖,周耀武,方力申/尹素怡/林家栋/谢君豪/白茹/赵成彬/蒋中伟
封门诡影,7.1,悬疑/惊悚,王孟圆,张铎/刘一莹/葛天/隋咏良/钱思曈/杜语庭/屠育玮/尉迟少南
河,7.1,剧情,松太加,央金拉姆/格日才旦/仁增卓玛
侠僧探案传奇之催命符,7.1,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成/李美慧/张哲浩
侠僧探案传奇之醉玲珑,7.1,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成
侠僧探案传奇之洛阳花会,7.1,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成/李美慧/张哲浩
侠僧探案传奇之大兴赌坊,7.1,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成
侠僧探案传奇之白马镖局,7.1,动作/悬疑/武侠/古装,海涛,韩朔/刘冠成/李美慧/张哲浩
校花驾到之极品校花,7.1,剧情,管晓杰,赵奕欢/文梦洋/姜潮/锦荣
天河,7.1,剧情,宁海强/沈东,李幼斌/俞飞鸿/段奕宏/王若心/赵有亮/黄梅莹/高明/宋春丽/林妙可/吴军/林永健/濮存昕/姜昆/小香玉/陈宝国/侯世甲/江平
喵星少年漂流记,7.1,剧情/动画/冒险,晓寒/毛启超/巴云风/章兵/中村隆太郎,李淼/余培喧/周泳汐/肖凯飞/张鸣雪
